"","season","PlotID","Source","ElapsedTimeSinceRunoffStarted_Minutes","data","detection level","method"
"1302","A","104","X","T2","80","BDL","SalmonellaQPCR_GUPer100ml"
"1303","A","108","P","30-T","54","BDL","SalmonellaQPCR_GUPer100ml"
"1304","A","108","P","T2","54","BDL","SalmonellaQPCR_GUPer100ml"
"1305","A","501","X","30-T","178","BDL","SalmonellaQPCR_GUPer100ml"
"1306","A","501","X","T2","146","BDL","SalmonellaQPCR_GUPer100ml"
"1307","A","502","S","30-T","88","BDL","SalmonellaQPCR_GUPer100ml"
"1308","A","502","S","T2","212","BQL","SalmonellaQPCR_GUPer100ml"
"1309","A","107","C","30-T","248","BDL","SalmonellaQPCR_GUPer100ml"
"1310","A","107","C","T2","467","BQL","SalmonellaQPCR_GUPer100ml"
"1311","A","111","S","30-T","77","BDL","SalmonellaQPCR_GUPer100ml"
"1312","A","111","S","T2","92","BDL","SalmonellaQPCR_GUPer100ml"
"1313","A","112","P","30-T","299","BQL","SalmonellaQPCR_GUPer100ml"
"1314","A","112","P","T2","94","BDL","SalmonellaQPCR_GUPer100ml"
"1315","A","209","C","30-T","83","BDL","SalmonellaQPCR_GUPer100ml"
"1316","A","209","C","T2","122","BDL","SalmonellaQPCR_GUPer100ml"
"1317","A","210","S","T2","117","BDL","SalmonellaQPCR_GUPer100ml"
"1318","A","307","C","30-T","117","BDL","SalmonellaQPCR_GUPer100ml"
"1319","A","307","C","T2","79","BDL","SalmonellaQPCR_GUPer100ml"
"1320","A","308","X","30-T","259","BDL","SalmonellaQPCR_GUPer100ml"
"1321","A","308","X","T2","170","BQL","SalmonellaQPCR_GUPer100ml"
"1322","A","407","X","30-T","998","BQL","SalmonellaQPCR_GUPer100ml"
"1323","A","407","X","T2","1311","BQL","SalmonellaQPCR_GUPer100ml"
"1324","A","408","P","30-T","54","BDL","SalmonellaQPCR_GUPer100ml"
"1325","A","408","P","T2","162","BDL","SalmonellaQPCR_GUPer100ml"
"1326","A","105","X","30-T","396","BQL","SalmonellaQPCR_GUPer100ml"
"1327","A","105","X","T2","508","BQL","SalmonellaQPCR_GUPer100ml"
"1328","A","106","P","30-T","106","BDL","SalmonellaQPCR_GUPer100ml"
"1329","A","106","P","T2","184","BDL","SalmonellaQPCR_GUPer100ml"
"1330","A","503","C","30-T","68","BDL","SalmonellaQPCR_GUPer100ml"
"1331","A","503","C","T2","113","BDL","SalmonellaQPCR_GUPer100ml"
"1332","A","504","X","30-T","173","BQL","SalmonellaQPCR_GUPer100ml"
"1333","A","504","X","T2","1991","WR","SalmonellaQPCR_GUPer100ml"
"1334","A","201","P","30-T","218","BDL","SalmonellaQPCR_GUPer100ml"
"1335","A","201","P","T2","185","BDL","SalmonellaQPCR_GUPer100ml"
"1336","A","202","S","30-T","259","BDL","SalmonellaQPCR_GUPer100ml"
"1337","A","202","S","T2","331","BDL","SalmonellaQPCR_GUPer100ml"
"1338","A","401","S","30-T","266","BDL","SalmonellaQPCR_GUPer100ml"
"1339","A","401","S","T2","95","BDL","SalmonellaQPCR_GUPer100ml"
"1340","A","402","X","30-T","245","BDL","SalmonellaQPCR_GUPer100ml"
"1341","A","402","X","T2","191","BDL","SalmonellaQPCR_GUPer100ml"
"1342","A","403","C","30-T","238","BDL","SalmonellaQPCR_GUPer100ml"
"1343","A","403","C","T2","313","BDL","SalmonellaQPCR_GUPer100ml"
"1344","A","404","P","30-T","90","BDL","SalmonellaQPCR_GUPer100ml"
"1345","A","404","P","T2","122","BDL","SalmonellaQPCR_GUPer100ml"
"1346","A","409","C","30-T","117","BDL","SalmonellaQPCR_GUPer100ml"
"1347","A","409","C","T2","144","BDL","SalmonellaQPCR_GUPer100ml"
"1348","A","410","S","30-T","274","BDL","SalmonellaQPCR_GUPer100ml"
"1349","A","410","S","T2","256","BDL","SalmonellaQPCR_GUPer100ml"
"1350","A","109","C","5","2022.4","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1351","A","109","C","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1352","A","109","C","20","64880","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1353","A","109","C","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1354","A","109","C","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1355","A","109","C","T1",NA,"ANP","TotalColiformsCulturableColilert_MPNPer100ml"
"1356","A","110","C","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1357","A","110","C","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1358","A","110","C","20","2022.4","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1359","A","110","C","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1360","A","110","C","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1361","A","110","C","T1","101120","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1362","A","101","S","5","17624.13333","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1363","A","101","S","10","92040","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1364","A","101","S","20",NA,"ANP","TotalColiformsCulturableColilert_MPNPer100ml"
"1365","A","101","S","30","98040","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1366","A","101","S","60","50031.2","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1367","A","101","S","T1",NA,"ANP","TotalColiformsCulturableColilert_MPNPer100ml"
"1368","A","102","P","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1369","A","102","P","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1370","A","102","P","20",NA,"ANP","TotalColiformsCulturableColilert_MPNPer100ml"
"1371","A","102","P","30","101120","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1372","A","102","P","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1373","A","102","P","T1",NA,"ANP","TotalColiformsCulturableColilert_MPNPer100ml"
"1374","A","203","P","5","78480","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1375","A","203","P","10","34410","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1376","A","203","P","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1377","A","203","P","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1378","A","203","P","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1379","A","203","P","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1380","A","204","X","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1381","A","204","X","10","101120","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1382","A","204","X","20","101120","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1383","A","204","X","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1384","A","204","X","60","101120","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1385","A","204","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1386","A","205","C","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1387","A","205","C","10","108305","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1388","A","205","C","20","86675","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1389","A","205","C","30","85035","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1390","A","205","C","60","40730","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1391","A","205","C","T1","45410","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1392","A","206","P","5","1063830","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1393","A","206","P","10","139590","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1394","A","206","P","20","729855","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1395","A","206","P","30","1020615","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1396","A","206","P","60","1218170","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1397","A","206","P","T1","610940","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1398","A","405","X","5","10643.13333","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1399","A","405","X","10","65996.2","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1400","A","405","X","20","2022.4","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1401","A","405","X","30","16658.1","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1402","A","405","X","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1403","A","405","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1404","A","406","S","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1405","A","406","S","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1406","A","406","S","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1407","A","406","S","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1408","A","406","S","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1409","A","406","S","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1410","A","411","S","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1411","A","411","S","10","111990","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1412","A","411","S","20","9230.4","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1413","A","411","S","30","65860","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1414","A","411","S","60","5657.5","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1415","A","411","S","T1","6808.6","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1416","A","412","C","5","17169.2","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1417","A","412","C","10","4017.6","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1418","A","412","C","20","3742.1","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1419","A","412","C","30","4393.7","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1420","A","412","C","60","4479.1","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1421","A","412","C","T1","25335.5","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1422","A","502","S","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1423","A","502","S","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1424","A","502","S","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1425","A","502","S","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1426","A","502","S","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1427","A","502","S","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1428","A","501","X","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1429","A","501","X","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1430","A","501","X","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1431","A","501","X","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1432","A","501","X","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1433","A","501","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1434","A","107","C","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1435","A","107","C","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1436","A","107","C","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1437","A","107","C","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1438","A","107","C","60","2419600","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1439","A","107","C","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1440","A","108","P","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1441","A","108","P","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1442","A","108","P","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1443","A","108","P","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1444","A","108","P","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1445","A","108","P","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1446","A","209","C","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1447","A","209","C","10","1011200","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1448","A","209","C","20","576845","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1449","A","209","C","30","579400","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1450","A","209","C","60","269910","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1451","A","209","C","T1","333020","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1452","A","210","S","5","1853.15","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1453","A","210","S","10","1949.55","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1454","A","210","S","20","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1455","A","210","S","30","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1456","A","210","S","60","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1457","A","210","S","T1","1986.3","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1458","A","111","S","5","2266.666667","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1459","A","111","S","10","1203.3","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1460","A","111","S","20","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1461","A","111","S","30","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1462","A","111","S","60","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1463","A","111","S","T1","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1464","A","112","P","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1465","A","112","P","10","665300","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1466","A","112","P","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1467","A","112","P","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1468","A","112","P","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1469","A","112","P","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1470","A","307","C","5","223840","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1471","A","307","C","10","589515","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1472","A","307","C","20","652210","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1473","A","307","C","30","1553100","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1474","A","307","C","60","1299700","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1475","A","307","C","T1","2419600","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1476","A","308","X","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1477","A","308","X","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1478","A","308","X","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1479","A","308","X","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1480","A","308","X","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1481","A","308","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1482","A","407","X","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1483","A","407","X","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1484","A","407","X","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1485","A","407","X","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1486","A","407","X","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1487","A","407","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1488","A","408","P","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1489","A","408","P","10","2419600","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1490","A","408","P","20","186865","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1491","A","408","P","30","533500","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1492","A","408","P","60","1732900","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1493","A","408","P","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1494","A","106","P","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1495","A","106","P","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1496","A","106","P","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1497","A","106","P","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1498","A","106","P","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1499","A","106","P","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1500","A","105","X","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1501","A","105","X","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1502","A","105","X","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1503","A","105","X","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1504","A","105","X","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1505","A","105","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1506","A","503","C","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1507","A","503","C","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1508","A","503","C","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1509","A","503","C","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1510","A","503","C","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1511","A","503","C","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1512","A","504","X","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1513","A","504","X","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1514","A","504","X","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1515","A","504","X","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1516","A","504","X","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1517","A","504","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1518","A","401","S","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1519","A","401","S","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1520","A","401","S","20","198630","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1521","A","401","S","30","48840","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1522","A","401","S","60","15074.7","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1523","A","401","S","T1","42552.9","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1524","A","402","X","5","55670","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1525","A","402","X","10","20031.3","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1526","A","402","X","20","19136.3","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1527","A","402","X","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1528","A","402","X","60","241960","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1529","A","402","X","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1530","A","201","P","5","140876.6667","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1531","A","201","P","10","1203300","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1532","A","201","P","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1533","A","201","P","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1534","A","201","P","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1535","A","201","P","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1536","A","202","S","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1537","A","202","S","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1538","A","202","S","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1539","A","202","S","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1540","A","202","S","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1541","A","202","S","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1542","A","403","C","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1543","A","403","C","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1544","A","403","C","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1545","A","403","C","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1546","A","403","C","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1547","A","403","C","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1548","A","404","P","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1549","A","404","P","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1550","A","404","P","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1551","A","404","P","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1552","A","404","P","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1553","A","404","P","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1554","A","409","C","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1555","A","409","C","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1556","A","409","C","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1557","A","409","C","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1558","A","409","C","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1559","A","409","C","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1560","A","410","S","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1561","A","410","S","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1562","A","410","S","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1563","A","410","S","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1564","A","410","S","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1565","A","410","S","T1","241960","WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1566","D","101","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1567","D","101","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1568","D","102","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1569","D","102","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1570","D","105","X","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1571","D","105","X","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1572","D","106","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1573","D","106","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1574","D","107","C","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1575","D","107","C","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1576","D","108","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1577","D","108","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1578","D","109","C","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1579","D","109","C","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1580","D","110","X","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1581","D","110","X","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1582","D","111","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1583","D","111","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1584","D","112","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1585","D","112","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1586","D","201","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1587","D","201","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1588","D","202","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1589","D","202","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1590","D","203","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1591","D","203","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1592","D","204","X","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1593","D","204","X","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1594","D","205","C","30-T2","3.6","WR","CampylobacterCulturable_MPNPer100ml"
"1595","D","205","C","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1596","D","206","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1597","D","206","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1598","D","209","C","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1599","D","209","C","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1600","D","210","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1601","D","210","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1602","D","307","C","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1603","D","307","C","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1604","D","308","X","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1605","D","308","X","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1606","D","401","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1607","D","401","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1608","D","402","X","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1609","D","402","X","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1610","D","404","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1611","D","405","X","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1612","D","405","X","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1613","D","406","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1614","D","406","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1615","D","407","X","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1616","D","407","X","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1617","D","408","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1618","D","409","C","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1619","D","410","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1620","D","411","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
"1621","D","411","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml"
