"","PlotID","season","Source","ElapsedTimeSinceRunoffStarted_Minutes","data","detection level","method","day","week"
"2389","201","D","P","30-T2","3","BDL","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2390","201","B","P","20","980","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2391","201","C","P","15",NA,"ANP","Giardia_CystsPer100ml",2,2
"2392","201","C","P","T2",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,2
"2393","201","A","P","30-T",NA,"ANP","EColiSTX2_GUPer100ml",2,2
"2394","201","D","P","30-T1","12.45555556","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2395","201","B","P","T2","2150","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2396","201","C","P","T2",NA,"ANP","EColiSTX1_GUPer100ml",2,2
"2397","201","C","P","15",NA,"ANP","Crypto_OocystsPer100ml",2,2
"2398","201","C","P","5","2e+05","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2399","201","A","P","20","9700000","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2400","201","A","P","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2401","201","D","P","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2402","201","D","P","T2","21","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2403","201","C","P","15",NA,"ANP","CampylobacterCulturable_MPNPer100ml",2,2
"2404","201","A","P","T2",NA,"ANP","Crypto_OocystsPer100ml",2,2
"2405","201","A","P","30","4200000","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2406","201","B","P","15","12","WR","ClostridiumCulturable_CFUPer100ml",2,2
"2407","201","D","P","T2",NA,"ANP","asdf",2,2
"2408","201","B","P","30-T","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2409","201","C","P","30-T2",NA,"ANP","Campylobacter_GUPer100ml",2,2
"2410","201","D","P","60","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2411","201","A","P","60","1180000","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2412","201","D","P","T2",NA,"ANP","Crypto_OocystsPer100ml",2,2
"2413","201","D","P","30","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2414","201","A","P","T2","3.2","WR","CampylobacterCulturable_MPNPer100ml",2,2
"2415","201","B","P","5",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2416","201","C","P","T2","15","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2417","201","D","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2418","201","C","P","30-T2",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,2
"2419","201","B","P","30-T","100","BDL","CampylobactersppSimplatesCulturable_MPNPer100ml",2,2
"2420","201","D","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2421","201","B","P","5","157","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2422","201","C","P","10","280000","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2423","201","B","P","T1",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2424","201","A","P","T2","53.3","WR","ClostridiumCulturable_mCP_CFUPer100ml",2,2
"2425","201","D","P","T1","25.35555556","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2426","201","C","P","15","0","ANP","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2427","201","B","P","30","2500","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2428","201","D","P","T1",NA,"ANP","X",2,2
"2429","201","B","P","20","5600","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2430","201","C","P","10",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2431","201","A","P","T1","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2432","201","C","P","15",NA,"ANP","EColiSTX2_GUPer100ml",2,2
"2433","201","A","P","15","66.7","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2434","201","A","P","5","10600000","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2435","201","D","P","15","384.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2436","201","A","P","30-T",NA,"ANP","EColi0157Culturable_MPNPer100ml",2,2
"2437","201","D","P","30-T2","322.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2438","201","A","P","10","15100000","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2439","201","B","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2440","201","A","P","30-T","1.1","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2441","201","C","P","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2442","201","A","P","T2","185","BDL","SalmonellaQPCR_GUPer100ml",2,2
"2443","201","C","P","30-T2",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,2
"2444","201","D","P","30-T2",NA,"ANP","asdf",2,2
"2445","201","A","P","T1","3600000","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2446","201","B","P","10","42000","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2447","201","C","P","T2",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,2
"2448","201","A","P","T2",NA,"ANP","EColi0157Culturable_MPNPer100ml",2,2
"2449","201","D","P","10","650000","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2450","201","C","P","15",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,2
"2451","201","D","P","T2","256","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2452","201","A","P","30-T","218","BDL","SalmonellaQPCR_GUPer100ml",2,2
"2453","201","A","P","60","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2454","201","C","P","30-T2",NA,"ANP","Giardia_CystsPer100ml",2,2
"2455","201","A","P","20","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2456","201","C","P","T2","44","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2457","201","C","P","30-T2","26","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2458","201","B","P","5","53900","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2459","201","C","P","15",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,2
"2460","201","A","P","30-T",NA,"ANP","Ecoli_eae_GUPer100ml",2,2
"2461","201","A","P","30-T","16","WR","CampylobacterCulturable_MPNPer100ml",2,2
"2462","201","B","P","30-T","6400","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2463","201","A","P","T2","38.3","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2464","201","A","P","10","1203300","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2465","201","A","P","T2",NA,"ANP","Ecoli_eae_GUPer100ml",2,2
"2466","201","C","P","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2467","202","B","S","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2468","202","D","S","T2","5440","WR","Crypto_OocystsPer100ml",2,2
"2469","202","B","S","T2","84.6","BDL","Campylobacter_GUPer100ml",2,2
"2470","202","C","S","30","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2471","202","C","S","5","90.15","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2472","202","C","S","T1","116.95","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2473","202","B","S","30-T","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2474","202","B","S","30-T","172.8","BDL","Campylobacter_GUPer100ml",2,2
"2475","202","C","S","30",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2476","202","C","S","20",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2477","202","D","S","30-T1","10050","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2478","202","A","S","T2","331","BDL","EColiSTX1_GUPer100ml",2,2
"2479","202","C","S","20","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2480","202","B","S","30-T","3","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2481","202","C","S","30-T1","114.8","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2482","202","A","S","30-T","259","BDL","EColiSTX1_GUPer100ml",2,2
"2483","202","C","S","30-T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2484","202","A","S","T2","2.5","BDL","Giardia_CystsPer100ml",2,2
"2485","202","C","S","5","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2486","202","D","S","20","2450","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2487","202","A","S","30-T","2.5","BDL","Giardia_CystsPer100ml",2,2
"2488","202","B","S","30-T","121","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2489","202","C","S","10","70.5","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2490","202","C","S","10",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2491","202","C","S","60","87.5","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2492","202","C","S","10","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2493","202","D","S","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2494","202","D","S","30","23000","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2495","202","D","S","T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2496","202","D","S","5","719.8","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2497","202","C","S","30","90.1","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2498","202","D","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2499","202","C","S","20","75.3","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2500","202","D","S","30-T2",NA,"ANP","asdf",2,2
"2501","202","D","S","T2",NA,"ANP","asdf",2,2
"2502","202","A","S","30-T","259","BDL","EColiSTX2_GUPer100ml",2,2
"2503","202","C","S","T1","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2504","202","A","S","20","34000","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2505","202","B","S","T1","0.5","BDL","EColiCulturableColilert_MPNPer100ML",2,2
"2506","202","D","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2507","202","A","S","10","64000","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2508","202","B","S","60","0.5","BDL","EColiCulturableColilert_MPNPer100ML",2,2
"2509","202","D","S","60","2400","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2510","202","D","S","T2",NA,"ANP","X",2,2
"2511","202","D","S","T1","4100","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2512","202","B","S","T2","0.54286","WR","Giardia_CystsPer100ml",2,2
"2513","202","C","S","30-T2","82.35294118","WR","Giardia_CystsPer100ml",2,2
"2514","202","D","S","30-T1","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2515","202","D","S","5","1800","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2516","202","D","S","30-T2",NA,"ANP","X",2,2
"2517","202","B","S","T2","95","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2518","202","A","S","30","25000","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2519","202","B","S","30","0.5","BDL","EColiCulturableColilert_MPNPer100ML",2,2
"2520","202","D","S","T2",NA,"ANP","asdf",2,2
"2521","202","C","S","T2","28","WR","Crypto_OocystsPer100ml",2,2
"2522","202","C","S","T2","1985","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2523","202","D","S","60","258.7","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2524","202","C","S","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2525","202","B","S","20","0.5","BDL","EColiCulturableColilert_MPNPer100ML",2,2
"2526","202","B","S","30-T","0.13333","WR","Giardia_CystsPer100ml",2,2
"2527","202","C","S","T2",NA,"ANP","EColiSTX1_GUPer100ml",2,2
"2528","202","C","S","30-T2",NA,"ANP","EColiSTX1_GUPer100ml",2,2
"2529","202","D","S","30-T2","26400","WR","Crypto_OocystsPer100ml",2,2
"2530","202","B","S","30-T","580","WR","Crypto_OocystsPer100ml",2,2
"2531","202","A","S","30","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2532","202","C","S","60",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2533","202","C","S","15",NA,"ANP","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2534","202","C","S","T2",NA,"ANP","Ecoli_eae_GUPer100ml",2,2
"2535","202","B","S","30-T","173","BDL","SalmonellaQPCR_GUPer100ml",2,2
"2536","202","A","S","60","10650","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2537","202","D","S","10","1078.5","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2538","202","B","S","T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2539","202","D","S","T2","437.1","WR","Giardia_CystsPer100ml",2,2
"2540","202","D","S","T2",NA,"ANP","asdf",2,2
"2541","202","D","S","30-T2",NA,"ANP","asdf",2,2
"2542","202","B","S","30-T","100","BDL","CampylobactersppSimplatesCulturable_MPNPer100ml",2,2
"2543","202","C","S","15",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,2
"2544","202","B","S","5","0.5","BDL","EColiCulturableColilert_MPNPer100ML",2,2
"2545","202","B","S","T2","470","WR","Crypto_OocystsPer100ml",2,2
"2546","202","A","S","30-T","0.32","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2547","202","D","S","10","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2548","202","D","S","60","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2549","202","D","S","30-T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2550","202","A","S","T1","13750","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2551","202","B","S","T2","85","BDL","SalmonellaQPCR_GUPer100ml",2,2
"2552","202","C","S","30-T2","1285","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2553","202","D","S","30-T2","1025","WR","Giardia_CystsPer100ml",2,2
"2554","202","D","S","30","443.5","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2555","202","C","S","30-T2","67.882","WR","Crypto_OocystsPer100ml",2,2
"2556","202","B","S","30-T","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2557","202","C","S","30-T2",NA,"ANP","Campylobacter_GUPer100ml",2,2
"2558","202","C","S","T1","9700","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2559","202","B","S","T1",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2560","202","C","S","T2","46","WR","Giardia_CystsPer100ml",2,2
"2561","202","B","S","T2","5100","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2562","202","B","S","10","0.5","BDL","EColiCulturableColilert_MPNPer100ML",2,2
"2563","202","D","S","30","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2564","202","C","S","15",NA,"ANP","Crypto_OocystsPer100ml",2,2
"2565","202","C","S","15",NA,"ANP","Ecoli_eae_GUPer100ml",2,2
"2566","202","B","S","15","152","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2567","202","C","S","15","0","ANP","EColi0157Culturable_MPNPer100ml",2,2
"2568","202","A","S","T2","0.32","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2569","202","D","S","5","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2570","202","A","S","T1","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2571","202","D","S","30-T2",NA,"ANP","asdf",2,2
"2572","202","D","S","20","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2573","202","B","S","T2","85","BDL","Ecoli_eae_GUPer100ml",2,2
"2574","202","B","S","T1","88","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2575","202","B","S","30-T","172.8","BDL","EColiSTX1_GUPer100ml",2,2
"2576","202","A","S","T2","3","BDL","Crypto_OocystsPer100ml",2,2
"2577","202","D","S","30-T1","625.4","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2578","202","B","S","T1","483920","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2579","202","C","S","30-T2",NA,"ANP","Ecoli_eae_GUPer100ml",2,2
"2580","202","B","S","T2","100","BDL","CampylobactersppSimplatesCulturable_MPNPer100ml",2,2
"2581","202","C","S","T2",NA,"ANP","Campylobacter_GUPer100ml",2,2
"2582","202","C","S","15",NA,"ANP","EColiSTX1_GUPer100ml",2,2
"2583","202","B","S","5",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2584","202","A","S","30-T","259.2","BDL","Campylobacter_GUPer100ml",2,2
"2585","202","B","S","10","483920","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2586","202","B","S","20","483920","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2587","202","B","S","30-T","6150","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2588","202","D","S","30-T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2589","202","D","S","30-T2","11133","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2590","202","B","S","5","56","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2591","202","D","S","10","1200","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2592","202","C","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2593","202","D","S","T1","414.4","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2594","202","C","S","T2",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,2
"2595","202","C","S","60","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2596","202","B","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2597","202","A","S","15","134","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2598","202","A","S","T2","0.32","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2599","202","A","S","T2","331","BDL","SalmonellaQPCR_GUPer100ml",2,2
"2600","202","C","S","T2","21","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2601","202","B","S","60",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2602","202","B","S","20",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2603","202","B","S","10",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2604","202","A","S","60","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2605","202","C","S","15",NA,"ANP","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2606","202","A","S","30-T","0.32","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,2
"2607","202","B","S","60","483920","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2608","202","D","S","20","590.4","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2609","202","A","S","T2","331.2","BDL","Campylobacter_GUPer100ml",2,2
"2610","202","B","S","15","0","WR","ClostridiumCulturable_CFUPer100ml",2,2
"2611","202","C","S","5","3600","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2612","202","A","S","30-T","259","BDL","SalmonellaQPCR_GUPer100ml",2,2
"2613","202","C","S","10","3700","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2614","202","B","S","10","83","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2615","202","D","S","20",NA,"ANP","X",2,2
"2616","202","D","S","30-T2","3","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2617","202","B","S","30","483920","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2618","202","C","S","15",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,2
"2619","202","A","S","T2","331","BDL","EColiSTX2_GUPer100ml",2,2
"2620","202","C","S","30-T2",NA,"ANP","EColiSTX2_GUPer100ml",2,2
"2621","202","C","S","30-T1","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2622","202","C","S","30-T2",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,2
"2623","202","C","S","T1",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2624","202","A","S","15","137","WR","ClostridiumCulturable_mCP_CFUPer100ml",2,2
"2625","202","A","S","10","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2626","202","A","S","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2627","202","B","S","5","483920","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2628","202","D","S","T1","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,2
"2629","202","B","S","30","202","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2630","202","A","S","30-T","3","BDL","Crypto_OocystsPer100ml",2,2
"2631","202","C","S","20","2800","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2632","202","C","S","T2",NA,"ANP","EColiSTX2_GUPer100ml",2,2
"2633","202","C","S","T2",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,2
"2634","202","A","S","T2","140","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2635","202","C","S","15",NA,"ANP","Campylobacter_GUPer100ml",2,2
"2636","202","C","S","15",NA,"ANP","EColiSTX2_GUPer100ml",2,2
"2637","202","A","S","T1","125.9","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2638","202","B","S","T2","84.6","BDL","EColiSTX1_GUPer100ml",2,2
"2639","202","B","S","20","460","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2640","202","C","S","30-T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2641","202","B","S","30",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2642","202","A","S","5","142000","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2643","202","C","S","15","44","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2644","202","C","S","30","1550","WRC","enterococciCulturableMEI_CFUPer100ML",2,2
"2645","202","C","S","30-T1","2900","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2646","202","C","S","5",NA,"ANP","enterococciQPCR_GU100ML",2,2
"2647","202","A","S","5","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,2
"2648","202","A","S","30-T","140","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2649","202","D","S","15","36.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2650","202","D","S","30-T2","621.33","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2651","202","A","S","T2","87.7","WR","ClostridiumCulturable_mCP_CFUPer100ml",2,2
"2652","202","B","S","30-T","0","WR","ClostridiumCulturable_CFUPer100ml",2,2
"2653","202","B","S","T2","1","WR","ClostridiumCulturable_CFUPer100ml",2,2
"2654","202","C","S","T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,2
"2655","202","B","S","60","30","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2656","202","C","S","60","3600","WR","enterococciCulturableMEI_CFUPer100ML",2,2
"2657","202","D","S","30",NA,"ANP","X",2,2
"2658","202","A","S","20","316.2","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2659","202","B","S","30-T","172.8","BDL","EColiSTX2_GUPer100ml",2,2
"2660","202","D","S","T2","370","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2661","202","C","S","30-T2",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,2
"2662","202","B","S","T2","84.6","BDL","EColiSTX2_GUPer100ml",2,2
"2663","202","B","S","30-T","173","BDL","Ecoli_eae_GUPer100ml",2,2
"2664","202","C","S","T2","49","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2665","202","D","S","60",NA,"ANP","X",2,2
"2666","202","C","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2667","202","D","S","T1",NA,"ANP","X",2,2
"2668","202","A","S","T2","331","BDL","Ecoli_eae_GUPer100ml",2,2
"2669","202","D","S","30-T1",NA,"ANP","X",2,2
"2670","202","A","S","30-T","102","WR","ClostridiumCulturable_mCP_CFUPer100ml",2,2
"2671","202","D","S","T2","21","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2672","202","A","S","60","71.3","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2673","202","C","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,2
"2674","202","C","S","15",NA,"ANP","Giardia_CystsPer100ml",2,2
"2675","202","A","S","T2","4.7","WR","CampylobacterCulturable_MPNPer100ml",2,2
"2676","202","A","S","30-T","259","BDL","Ecoli_eae_GUPer100ml",2,2
"2677","202","D","S","5",NA,"ANP","X",2,2
"2678","202","D","S","T2",NA,"ANP","X",2,2
"2679","202","D","S","T2","9433","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,2
"2680","202","A","S","30","74.6","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2681","202","D","S","10",NA,"ANP","X",2,2
"2682","202","A","S","30-T","4.7","WR","CampylobacterCulturable_MPNPer100ml",2,2
"2683","202","D","S","30-T2",NA,"ANP","X",2,2
"2684","202","C","S","30-T2","47","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,2
"2685","202","A","S","5","222.2666667","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2686","202","B","S","T2","9300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2687","202","C","S","15",NA,"ANP","CampylobacterCulturable_MPNPer100ml",2,2
"2688","202","C","S","30-T2","21","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2689","202","A","S","10","304","WR","EColiCulturableColilert_MPNPer100ML",2,2
"2690","202","C","S","15","0","ANP","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2691","202","B","S","30-T","4300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,2
"2692","203","C","P","T2","0","ANP","EColi0157Culturable_MPNPer100ml",2,0
"2693","203","B","P","5","52000","WR","enterococciCulturableMEI_CFUPer100ML",2,0
"2694","203","D","P","T2",NA,"ANP","asdf",2,0
"2695","203","A","P","5","370000","WR","enterococciCulturableMEI_CFUPer100ML",2,0
"2696","203","D","P","30-T2","126.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,0
"2697","203","C","P","30-T1","241960","TNTC","EColiCulturableColilert_MPNPer100ML",2,0
"2698","203","C","P","20","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,0
"2699","203","A","P","30-T","54","BDL","Campylobacter_GUPer100ml",2,0
"2700","203","C","P","15",NA,"ANP","EColiSTX1_GUPer100ml",2,0
"2701","203","A","P","20","241960","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,0
"2702","203","B","P","T2",NA,"ANP","EColiSTX2_GUPer100ml",2,0
"2703","203","B","P","T1",NA,"ANP","enterococciQPCR_GU100ML",2,0
"2704","203","C","P","T2","390","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,0
"2705","203","B","P","30","101120","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,0
"2706","203","B","P","T2",NA,"ANP","Ecoli_eae_GUPer100ml",2,0
"2707","203","B","P","60","101120","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,0
"2708","203","B","P","60","2317","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,0
"2709","203","D","P","20","4839.2","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,0
