"","PlotID","season","Source","ElapsedTimeSinceUnewRunoffStarted_Minutes","data","proxy","detection level","method","detection frequency","type of mictobes","analysis type","amended field","names of microbes","day","week"
"893","112","C","P","30",56000,"56000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,1
"894","112","A","P","60",1045,"1045","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"895","112","A","P","60",0.6,"0.3","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,1
"896","112","A","P","30",7,"7","WR","CampylobacterCulturable_MPNPer100ml","1","bacteriapathogens","culturable","0","Campylobacter",2,1
"897","112","D","P","30",75.5,"75.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,1
"898","112","D","P","5",109.6333333,"109.6333333","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,1
"899","112","C","P","30",0.67,"0.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,1
"900","112","C","P","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,1
"901","112","C","P","15",3.3,"3.3","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,1
"902","112","B","P","60",2800,"2800","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,1
"903","112","D","P","15",134,"134","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,1
"904","112","B","P","60",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,1
"905","112","C","P","5",49000,"49000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,1
"906","112","C","P","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,1
"907","112","C","P","60",4770,"4770","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"908","112","B","P","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","1","Campylobacter",2,1
"909","112","A","P","30",0.6,"0.3","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,1
"910","112","B","P","10",61310,"61310","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"911","112","D","P","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,1
"912","112","B","P","5",4320.866667,"4320.866667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"913","112","D","P","20",43000,"43000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,1
"914","112","B","P","30",1775.8,"1775.8","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"915","112","D","P","30",49000,"49000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,1
"916","112","C","P","20",5400,"5400","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"917","112","A","P","5",943.3333333,"943.3333333","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"918","112","B","P","20",4214.6,"4214.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"919","112","B","P","30",23,"23","WR","SalmonellaCulturableWildType_MPNPer100ml","1","bacteriapathogens","culturable","0","Salmonella",2,1
"920","112","A","P","60",1600,"1600","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"921","112","C","P","60",3,"3","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,1
"922","112","C","P","60",23000,"23000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,1
"923","112","D","P","30",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,1
"924","112","D","P","10",37000,"37000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,1
"925","112","B","P","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","1","Campylobacter",2,1
"926","112","B","P","60",1145.1,"1145.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"927","112","D","P","60",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,1
"928","112","A","P","30",1450,"1450","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,1
"929","201","D","P","60",32.04444444,"32.04444444","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"930","201","A","P","30",43.3,"43.3","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","1","Clostridium",2,2
"931","201","C","P","30",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"932","201","C","P","60",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"933","201","D","P","60",25.35555556,"25.35555556","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"934","201","D","P","30",12.45555556,"12.45555556","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"935","201","C","P","60",13755,"13755","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"936","201","A","P","60",38.3,"38.3","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","1","Clostridium",2,2
"937","201","B","P","60",520.4,"520.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"938","201","A","P","30",16,"16","WR","CampylobacterCulturable_MPNPer100ml","1","bacteriapathogens","culturable","0","Campylobacter",2,2
"939","201","D","P","5",1,"1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"940","201","A","P","60",3.2,"3.2","WR","CampylobacterCulturable_MPNPer100ml","1","bacteriapathogens","culturable","0","Campylobacter",2,2
"941","201","B","P","20",980,"980","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"942","201","D","P","20",9.4,"9.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"943","201","C","P","60",12835,"12835","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"944","201","D","P","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"945","201","D","P","15",384.67,"384.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"946","201","D","P","20",470000,"470000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"947","201","B","P","10",0.5,"0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi",2,2
"948","201","A","P","15",66.7,"66.7","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","1","Clostridium",2,2
"949","201","B","P","60",569,"569","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"950","201","D","P","5",670000,"670000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"951","201","B","P","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"952","201","D","P","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"953","201","B","P","30",520,"520","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"954","201","C","P","20",320000,"320000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"955","201","D","P","10",10.26666667,"10.26666667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"956","201","A","P","10",15100000,"15100000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"957","201","D","P","30",13.57777778,"13.57777778","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"958","201","A","P","5",10600000,"10600000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"959","201","C","P","60",15,"15","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"960","201","B","P","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"961","201","B","P","60",484.7,"484.7","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"962","201","B","P","5",157,"157","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"963","201","D","P","60",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"964","201","C","P","30",14995,"14995","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"965","201","C","P","30",11215,"11215","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"966","201","C","P","30",182500,"182500","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"967","201","C","P","5",31193.33333,"31193.33333","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"968","201","C","P","30",26,"26","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"969","201","B","P","30",2500,"2500","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"970","201","A","P","60",2225,"2225","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"971","201","B","P","20",5600,"5600","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"972","201","A","P","60",1180000,"1180000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"973","201","B","P","15",896,"896","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"974","201","A","P","20",9700000,"9700000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"975","201","B","P","30",541,"541","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"976","201","A","P","30",1.1,"0.55","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"977","201","A","P","20",1100,"1100","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"978","201","D","P","60",330000,"330000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"979","201","C","P","20",14130,"14130","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"980","201","A","P","60",3600000,"3600000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"981","201","C","P","15",27,"27","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"982","201","B","P","10",42000,"42000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"983","201","B","P","60",600,"600","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"984","201","C","P","60",112500,"112500","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"985","201","D","P","60",256,"256","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"986","201","C","P","10",30850,"30850","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"987","201","D","P","60",180000,"180000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"988","201","B","P","30",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"989","201","C","P","30",170000,"170000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"990","201","C","P","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"991","201","B","P","5",53900,"53900","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"992","201","C","P","5",2e+05,"2e+05","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"993","201","B","P","60",500,"500","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"994","201","A","P","30",4200000,"4200000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"995","201","D","P","30",440000,"440000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"996","201","A","P","60",730,"730","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"997","201","A","P","60",0.6,"0.3","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"998","201","C","P","10",280000,"280000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"999","201","C","P","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"1000","201","D","P","30",480000,"480000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1001","201","A","P","30",2725,"2725","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1002","201","D","P","10",650000,"650000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1003","201","D","P","30",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1004","201","D","P","30",322.67,"322.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1005","201","C","P","60",119000,"119000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1006","201","A","P","10",1100,"1100","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1007","201","B","P","60",4,"4","WR","SalmonellaCulturableWildType_MPNPer100ml","1","bacteriapathogens","culturable","0","Salmonella",2,2
"1008","201","A","P","5",606.6666667,"606.6666667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1009","202","A","S","30",2.5,"1.25","BDL","Giardia_CystsPer100ml","0","parasiticpathogens","culturable","0","Giardia",2,2
"1010","202","B","S","20",460,"460","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"1011","202","B","S","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"1012","202","D","S","30",625.4,"625.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"1013","202","A","S","60",0.32,"0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157",2,2
"1014","202","C","S","20",75.3,"75.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1015","202","B","S","30",0.13333,"0.13333","WR","Giardia_CystsPer100ml","1","parasiticpathogens","culturable","1","Giardia",2,2
"1016","202","D","S","20",590.4,"590.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"1017","202","B","S","30",580,"580","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto",2,2
"1018","202","D","S","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"1019","202","D","S","60",370,"370","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1020","202","B","S","10",83,"83","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"1021","202","C","S","60",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1022","202","D","S","30",443.5,"443.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"1023","202","D","S","60",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1024","202","D","S","60",3,"1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157",2,2
"1025","202","B","S","5",56,"56","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"1026","202","D","S","60",2400,"2400","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1027","202","A","S","30",0.32,"0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157",2,2
"1028","202","D","S","30",23000,"23000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1029","202","C","S","30",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1030","202","B","S","60",0.54286,"0.54286","WR","Giardia_CystsPer100ml","1","parasiticpathogens","culturable","1","Giardia",2,2
"1031","202","C","S","5",90.15,"90.15","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1032","202","D","S","5",719.8,"719.8","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"1033","202","C","S","10",70.5,"70.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1034","202","A","S","30",3,"1.5","BDL","Crypto_OocystsPer100ml","0","parasiticpathogens","culturable","0","Crypto",2,2
"1035","202","C","S","10",3700,"3700","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1036","202","D","S","60",5440,"5440","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto",2,2
"1037","202","D","S","30",3,"1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157",2,2
"1038","202","B","S","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"1039","202","D","S","5",1800,"1800","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1040","202","D","S","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"1041","202","B","S","15",152,"152","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1042","202","A","S","10",304,"304","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1043","202","B","S","30",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1044","202","D","S","60",4100,"4100","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1045","202","A","S","60",4.7,"4.7","WR","CampylobacterCulturable_MPNPer100ml","1","bacteriapathogens","culturable","0","Campylobacter",2,2
"1046","202","C","S","60",3,"1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157",2,2
"1047","202","C","S","60",87.5,"87.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1048","202","B","S","30",202,"202","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"1049","202","D","S","60",258.7,"258.7","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"1050","202","C","S","5",3600,"3600","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1051","202","B","S","30",121,"121","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1052","202","D","S","30",621.33,"621.33","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1053","202","A","S","60",0.32,"0.16","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1054","202","B","S","30",3,"1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157",2,2
"1055","202","D","S","15",36.67,"36.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1056","202","C","S","30",82.35294118,"82.35294118","WR","Giardia_CystsPer100ml","1","parasiticpathogens","culturable","0","Giardia",2,2
"1057","202","B","S","10",0.5,"0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi",2,2
"1058","202","C","S","30",114.8,"114.8","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1059","202","D","S","10",1078.5,"1078.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"1060","202","C","S","60",116.95,"116.95","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1061","202","D","S","30",26400,"26400","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto",2,2
"1062","202","C","S","60",28,"28","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto",2,2
"1063","202","A","S","60",3,"1.5","BDL","Crypto_OocystsPer100ml","0","parasiticpathogens","culturable","0","Crypto",2,2
"1064","202","C","S","60",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"1065","202","A","S","20",34000,"34000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1066","202","B","S","60",95,"95","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1067","202","A","S","10",64000,"64000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1068","202","A","S","60",13750,"13750","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1069","202","C","S","30",2900,"2900","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1070","202","C","S","30",47,"47","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1071","202","B","S","60",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1072","202","A","S","60",71.3,"71.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1073","202","A","S","30",140,"140","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","1","Clostridium",2,2
"1074","202","A","S","60",125.9,"125.9","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1075","202","D","S","30",3,"1.5","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1076","202","D","S","30",1025,"1025","WR","Giardia_CystsPer100ml","1","parasiticpathogens","culturable","0","Giardia",2,2
"1077","202","D","S","60",437.1,"437.1","WR","Giardia_CystsPer100ml","1","parasiticpathogens","culturable","0","Giardia",2,2
"1078","202","C","S","30",3,"1.5","BDL","CampylobacterCulturable_MPNPer100ml","0","bacteriapathogens","culturable","0","Campylobacter",2,2
"1079","202","D","S","30",10050,"10050","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1080","202","B","S","60",3,"1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157",2,2
"1081","202","D","S","20",2450,"2450","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1082","202","A","S","30",25000,"25000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1083","202","A","S","60",10650,"10650","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1084","202","C","S","15",44,"44","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1085","202","A","S","30",4.7,"4.7","WR","CampylobacterCulturable_MPNPer100ml","1","bacteriapathogens","culturable","0","Campylobacter",2,2
"1086","202","B","S","30",0.5,"0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi",2,2
"1087","202","C","S","30",3,"1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157",2,2
"1088","202","C","S","30",67.882,"67.882","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto",2,2
"1089","202","A","S","30",74.6,"74.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1090","202","B","S","60",470,"470","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto",2,2
"1091","202","D","S","10",1200,"1200","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1092","202","A","S","60",2.5,"1.25","BDL","Giardia_CystsPer100ml","0","parasiticpathogens","culturable","0","Giardia",2,2
"1093","202","C","S","30",1550,"1550","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1094","202","A","S","20",316.2,"316.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1095","202","D","S","60",414.4,"414.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","1","EColi",2,2
"1096","202","C","S","60",49,"49","WR","ClostridiumCulturable_TSCF_CFUPer100ml","1","indicator","culturable","0","Clostridium",2,2
"1097","202","A","S","5",222.2666667,"222.2666667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1098","202","B","S","60",0.5,"0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi",2,2
"1099","202","C","S","60",9700,"9700","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","0","entero",2,2
"1100","202","C","S","30",90.1,"90.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi",2,2
"1101","202","B","S","60",88,"88","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"1102","202","B","S","60",30,"30","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero",2,2
"1103","202","A","S","30",0.32,"0.16","BDL","SalmonellaCulturableWildType_MPNPer100ml","0","bacteriapathogens","culturable","0","Salmonella",2,2
"1104","202","B","S","20",0.5,"0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi",2,2
